Soilcolor,Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,Ph_binned,N_P_interaction
red,0.35369774919614155,0.2923538230884557,0.1379310344827586,0.3643504201226073,0.3412969283276451,0.2854209445585216,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,medium,0.2666
brown,0.6752411575562703,0.3133433283358321,0.1379310344827586,0.330390683843074,0.5802047781569967,0.4086242299794662,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,high,0.2418
other,0.6752411575562703,0.3313343328335832,0.1379310344827586,0.330390683843074,0.4436860068259385,0.4496919917864477,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,high,0.2418
Brown,0.4823151125401928,0.1949025487256371,0.1379310344827586,0.6847588941843346,0.4436860068259385,0.3264887063655031,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.500586804
red,0.32154340836012857,0.8125937031484258,0.2068965517241379,0.8447163671734244,0.6825938566552903,0.5318275154004107,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,low,0.9261
brown,0.32154340836012857,0.1034482758620689,0.2068965517241379,0.6234303436745303,0.204778156996587,0.4907597535934292,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,low,0.6837
brown,0.32154340836012857,0.0569715142428785,0.6206896551724138,0.6234303436745303,0.204778156996587,0.860369609856263,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,low,2.0511
brown,0.32154340836012857,0.1259370314842579,0.2068965517241379,0.6234303436745303,0.273037542662116,0.4496919917864477,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,low,0.6837
brown,0.32154340836012857,0.239880059970015,0.2068965517241379,0.6234303436745303,0.204778156996587,0.4086242299794662,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,low,0.6837
brown,0.32154340836012857,0.2938530734632684,0.5517241379310345,0.6234303436745303,0.273037542662116,0.6139630390143738,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,low,1.8232
brown,0.32154340836012857,0.1574212893553223,0.1379310344827586,0.6234303436745303,0.3071672354948805,0.3675564681724846,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,low,0.4558
brown,0.5466237942122188,0.0614692653673163,0.4827586206896551,0.2646621620117193,0.2389078498293515,0.24435318275154,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,medium,0.6783
black,0.6752411575562703,0.2593703148425787,0.0689655172413793,0.330390683843074,0.3071672354948805,0.3264887063655031,0.6952141059685673,0.5186781601051571,0.3627608372989384,0.4209932287098277,0.11410948274025319,0.0804347826086955,0.0853909475308638,0.1806083644118041,0.19840478556315125,0.0145797597050068,0.1979565747126432,0.4601299466000337,0.7572674421158819,0.8654223967451298,0.7420278007939607,0.6420029894618834,0.4076086956521739,0.8235294117647056,1.0,0.0,0.15495867768595212,Barley,high,0.1209
red,0.5787781350482314,0.1949025487256371,0.4137931034482758,0.6941128214576258,0.1706484641638225,0.7782340862423,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,1.522253274
red,0.25723472668810277,0.6086956521739131,0.5517241379310345,0.5440099682342543,0.7508532423208192,0.9014373716632444,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,low,1.59120464
brown,0.28938906752411575,0.5412293853073463,0.2068965517241379,0.5029925415463619,0.5802047781569967,0.6960985626283369,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,low,0.551770641
red,0.4501607717041801,0.1124437781109445,0.6206896551724138,0.4507000250526999,0.2389078498293515,0.8193018480492814,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,1.483465923
brown,0.35369774919614155,0.0881409295352324,0.193103448275862,0.4481542854575845,0.4982935153583618,0.1597535934291581,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.4589199999999999
black,0.6109324758842446,0.3733133433283358,0.2758620689655172,0.4922471688527849,0.8191126279863482,0.942505133470226,0.261964735078581,0.1149425282996436,0.0,0.1580135439347465,0.0,0.0,0.146090533950618,0.0,0.25822532395396075,0.1320754717369494,0.0651340996168583,0.4760779678537004,0.7688953488036185,0.2888015717376033,0.1529026975277607,0.1128550073991031,1.0,0.6470588235294112,1.0,1.0,0.0,Barley,medium,0.72
brown,0.4823151125401928,0.0631184407796102,0.3068965517241379,0.7607307487821414,0.2866894197952218,0.3006160164271048,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,1.23724967575
red,0.35369774919614155,0.2413793103448275,0.0689655172413793,0.4481542854575845,0.2389078498293515,0.4086242299794662,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.1639
brown,0.6109324758842446,0.2623688155922039,0.1379310344827586,0.4922471688527849,0.4436860068259385,0.4496919917864477,0.261964735078581,0.1149425282996436,0.0,0.1580135439347465,0.0,0.0,0.146090533950618,0.0,0.25822532395396075,0.1320754717369494,0.0651340996168583,0.4760779678537004,0.7688953488036185,0.2888015717376033,0.1529026975277607,0.1128550073991031,1.0,0.6470588235294112,1.0,1.0,0.0,Barley,medium,0.36
other,0.4823151125401928,0.9681259370314844,0.1841379310344827,0.0249716375266248,0.7952218430034131,0.4796714579055443,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.0250440980399999
gray,0.4501607717041801,0.0149925037481259,0.2758620689655172,0.4478804166166205,0.1706484641638225,0.7782340862423,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.6552
brown,0.4501607717041801,0.2938530734632684,0.0689655172413793,0.4478804166166205,0.3754266211604096,0.5728952772073923,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.1638
brown,0.4823151125401928,0.1079460269865067,0.2758620689655172,0.0249716375266248,0.4778156996587031,0.4907597535934292,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.037519248
gray,0.35369774919614155,0.1874062968515742,0.0689655172413793,0.4184613846399439,0.4436860068259385,0.3675564681724846,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.153057985
red,0.4565916398713826,0.1154422788605697,0.0689655172413793,0.4481542854575845,0.1706484641638225,0.6960985626283369,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.1639
red,0.41800643086816713,0.1754722638680659,0.1434482758620689,0.4481542854575845,0.8259385665529011,0.3030800821355237,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.340912
red,0.23794212218649524,0.1574212893553223,0.2758620689655172,0.4481542854575845,0.9215017064846416,0.4496919917864477,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,low,0.6556
brown,0.4469453376205791,0.335832083958021,0.1379310344827586,0.4481542854575845,0.7508532423208192,0.4086242299794662,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.3278
other,0.4405144694533763,0.3628935532233883,0.2110344827586207,0.4648602847563872,0.6416382252559728,0.3379876796714579,0.261964735078581,0.1149425282996436,0.0,0.1580135439347465,0.0,0.0,0.146090533950618,0.0,0.25822532395396075,0.1320754717369494,0.0651340996168583,0.4760779678537004,0.7688953488036185,0.2888015717376033,0.1529026975277607,0.1128550073991031,1.0,0.6470588235294112,1.0,1.0,0.0,Barley,medium,0.5202
brown,0.4469453376205791,0.2173913043478261,0.1379310344827586,0.4481542854575845,0.204778156996587,0.3675564681724846,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.3278
red,0.4758842443729906,0.3433283358320839,0.0689655172413793,0.4481542854575845,0.3754266211604096,0.4496919917864477,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.1639
other,0.4405144694533763,0.2488755622188905,0.1379310344827586,0.4648602847563872,0.273037542662116,0.3675564681724846,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.34
brown,0.3890675241157556,0.3058470764617691,0.2068965517241379,0.4481542854575845,0.5119453924914676,0.4086242299794662,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.4916999999999999
other,0.4405144694533763,0.2113943028485757,0.2068965517241379,0.4648602847563872,0.3412969283276451,0.860369609856263,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.51
black,0.8681672025723475,0.4049325337331334,0.9503448275862068,0.6904241614606459,0.7201365187713311,0.1059548254620123,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,high,3.4775484702400004
red,0.4501607717041801,0.8785607196401799,0.2758620689655172,0.6917195035659489,0.8532423208191128,0.6139630390143738,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,1.011339948
gray,0.34405144694533774,0.2698650674662669,0.2068965517241379,0.4481542854575845,0.6143344709897611,0.4086242299794662,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.4916999999999999
red,0.4405144694533763,0.1874662668665667,0.233103448275862,0.4648602847563872,0.907849829351536,0.4156057494866531,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,medium,0.5746
red,0.22508038585209006,0.5624137931034483,0.1841379310344827,0.6969120321424301,0.6245733788395905,0.4965092402464067,1.0,0.5790229876133326,0.4012841117154337,0.4819413098982665,0.08249807330955868,0.2637681152173909,0.1635802469135798,0.328897338077752,0.11066799602299773,0.0,0.3026819923371651,0.4548139395154782,1.0,0.6905697445668537,0.6966475881834207,0.6375186845291482,0.7798913043478259,0.5882352941176467,1.0,0.0352941176470587,0.3533057851239659,Barley,low,0.6801317112599999
